project_id,block_order,block_type,layout_style,content_1_cn (左侧/主内容),content_1 _en(左侧/主内容),content_2_cn (右侧/次内容),content_2_en (右侧/次内容)
jingjiang-water-street,1,text_1col,align-center,"### 水岸边的自然光语
靖江水街位于滨江新城，建筑群以自然有机的形态顺应河道生长。照明设计精准捕捉了建筑连续的转折与起伏，将光影与水景交融，为这座充满生活气息的商业街区打造了柔和、生态的夜间美学。","### Natural Light Language Along the Water
Located in Binjiang New City, the Jingjiang Water Street features an architectural complex that grows naturally along the river. The lighting design accurately captures the continuous twists and undulations of the buildings, blending light and water to create a soft, ecological nighttime aesthetic for this vibrant commercial block.",,
jingjiang-water-street,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jingjiang-water-street/02.webp,,,
jingjiang-water-street,3,text_2col,50-50,"### 屋顶天际线的律动
设计策略性地强调了绵延转折的屋顶天际线，同时通过二层大玻璃的框架照明，在视觉上进一步削减了屋顶的厚重感。","### The Rhythm of the Roof Skyline
The design strategically emphasizes the sprawling and turning roof skyline, while further reducing the visual weight of the roof through the frame lighting of the second-floor large glass.","### 粗犷与细腻的平衡
水泥板间的缝隙溢出微光，既保留了材料生产施工的原始痕迹，又在同一细部中实现了粗犷质感与细腻光影的完美共存。","### The Balance of Roughness and Delicacy
The faint light overflowing from the gaps between the cement boards retains the original traces of material production, achieving a perfect coexistence of rough texture and delicate light and shadow."
jingjiang-water-street,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jingjiang-water-street/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jingjiang-water-street/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jingjiang-water-street/05.webp",,,
jingjiang-water-street,5,text_1col,align-left,"### 楼梯与栏杆的艺术微光
作为连接一二层平台的重要通道，楼梯的光影处理兼顾了功能与形式。栏杆扶手处暗藏的细致灯光，不仅保障了行人的安全，更为夜间漫步增添了一抹隐秘的浪漫。","### Artistic Glimmer of Stairs and Railings
As an important channel connecting the first and second-floor platforms, the lighting of the stairs balances function and form. The subtle lighting hidden in the handrails not only ensures pedestrian safety but also adds a touch of secret romance to a night stroll.",,
jingjiang-water-street,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jingjiang-water-street/06.webp,,,
jingjiang-water-street,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/jingjiang-water-street/07.webp,,,
jingjiang-water-street,8,text_1col,align-center,*水波微漾，光影如织，编织出滨江之夜的温润诗篇。*,*Rippling water and woven light compose a warm poem for the riverside night.*,,
xian-gemdale-xifeng,1,text_1col,align-center,"### 大唐风华的现代演绎
金地西安西沣公元售楼处位于高新区CBD核心，作为西安高端住宅的标杆展示区，照明设计深挖大明宫的建筑精髓。以现代光影手法重塑东方古典山水意境，将其打造为城市夜景观中极具文化底蕴的视觉焦点。","### Modern Interpretation of Tang Dynasty Elegance
Gemdale Xi'an Xifeng Gongyuan sales center is located in the CBD core of the high-tech zone. As a benchmark exhibition area for high-end residences in Xi'an, the lighting design digs into the architectural essence of the Daming Palace. Using modern light and shadow techniques, it reshapes the oriental classical landscape conception, making it a highly cultural visual focus in the urban nightscape.",,
xian-gemdale-xifeng,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xian-gemdale-xifeng/02.webp,,,
xian-gemdale-xifeng,3,text_2col,50-50,"### 线性灯光与建筑轴线
建筑外观主要通过隐藏在幕墙、挑檐和屋顶的线性灯具，形成水平视觉序列，强有力地突出建筑的中轴对称美感。","### Linear Light and Architectural Axis
The building exterior mainly uses linear fixtures hidden in the curtain wall, eaves, and roof to form a horizontal visual sequence, strongly highlighting the symmetrical beauty of the architectural axis.","### 庭院深处的低亮度景观
中心庭院采用地埋灯提供必要的基础照明，以极低的整体亮度传达出中国古典山水画般的留白意境与幽深感。","### Low-Brightness Landscape in the Courtyard
The central courtyard uses in-ground lights to provide necessary basic lighting, conveying the blank-leaving mood and depth of classical Chinese landscape paintings with extremely low overall brightness."
xian-gemdale-xifeng,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xian-gemdale-xifeng/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xian-gemdale-xifeng/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xian-gemdale-xifeng/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xian-gemdale-xifeng/06.webp",,,
xian-gemdale-xifeng,5,text_1col,align-left,"### 视觉艺术与功能的统一
从售楼处到样板房的风雨连廊，防眩光筒灯细腻地引导着参观动线。3000K的温暖色温不仅赋予建筑现代质感，更在光影变幻中将传统符号娓娓道来。","### Unity of Visual Art and Function
From the sales center to the sample houses, anti-glare downlights delicately guide the visitor's flow. The warm 3000K color temperature not only gives the building a modern texture but also gracefully narrates traditional symbols in the play of light.",,
xian-gemdale-xifeng,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xian-gemdale-xifeng/07.webp,,,
xian-gemdale-xifeng,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/xian-gemdale-xifeng/08.webp,,,
xian-gemdale-xifeng,8,text_1col,align-center,*长安夜色入梦来，光影勾勒出越过千年的风雅。*,"*The night of Chang'an enters the dream, as light outlines an elegance traversing a millennium.*",,
tianjin-nio-house,1,text_1col,align-center,"### 极致纯粹的用户空间体验
天津蔚来中心（NIO House）作为品牌在全球的第18家门店，以温暖、极简的基调打造了一个超越传统的商业与社交空间。智能照明系统精准匹配了不同区域的功能需求，营造出科技感与人文温度并存的高端体验。","### Ultimate and Pure User Space Experience
As the brand's 18th store globally, the Tianjin NIO House uses a warm and minimalist tone to create a commercial and social space that transcends tradition. The intelligent lighting system precisely matches the functional needs of different areas, creating a high-end experience where technological sense and humanistic warmth coexist.",,
tianjin-nio-house,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/tianjin-nio-house/02.webp,,,
tianjin-nio-house,3,text_2col,50-50,"### Gallery区：科技的聚光灯
首层展车区以冷色温为主，防眩光的高显色灯具精准照亮车辆漆面的质感，配合极简的无主灯天花，凸显未来出行的科技张力。","### Gallery Area: The Spotlight of Tech
The first-floor car exhibition area features cool color temperatures. Anti-glare, high-CRI fixtures precisely illuminate the texture of the car paint, highlighting the technological tension of future mobility.","### Club区：温馨的私享客厅
二层用户专属区则转换为暖色调，灯光柔和地洗刷水磨石与原木材质，利用色温的过渡为用户带来如家般放松与愉悦的交流氛围。","### Club Area: A Cozy Private Living Room
The exclusive user area on the second floor switches to warm tones. The light softly washes the terrazzo and solid wood materials, using the color temperature transition to bring users a home-like, relaxing atmosphere."
tianjin-nio-house,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/tianjin-nio-house/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/tianjin-nio-house/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/tianjin-nio-house/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/tianjin-nio-house/06.webp",,,
tianjin-nio-house,5,text_1col,align-left,"### 细腻的光学控制
设计团队对建筑幕墙的玻璃透光率进行了深度研究，使内部光环境能够在夜晚向外自然渗透，成为城市街道上通透且高级的视觉橱窗。","### Delicate Optical Control
The design team conducted an in-depth study of the glass transmittance of the building facade, allowing the internal light environment to naturally penetrate outward at night, becoming a transparent and premium visual window on the city street.",,
tianjin-nio-house,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/tianjin-nio-house/07.webp,,,
tianjin-nio-house,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/tianjin-nio-house/08.webp,,,
tianjin-nio-house,8,text_1col,align-center,*光是无声的邀请，在极简与温暖间，照亮了通往未来的旅程。*,"*Light is a silent invitation, illuminating the journey to the future between minimalism and warmth.*",,
nanjing-jinlin-yihaoyuan,1,text_1col,align-center,"### 藏光之盒：长江畔的诗意画卷
南京金陵壹号院“藏光之盒”艺术馆毗邻长江，深植于金陵的历史文脉。照明设计以传统画轴为灵感，通过虚实相间的青砖墙与空灵的水景，将东方美学与现代智能照明完美融合，打造出一处避世脱俗的高端住宅示范区。","### Box of Preserving Light: A Poetic Scroll by the Yangtze
Adjacent to the Yangtze River and deeply rooted in the historical context of Jinling, the 'Box of Preserving Light' art gallery of Nanjing Jinlin Yihaoyuan blends oriental aesthetics with modern smart lighting. Inspired by traditional scrolls, it creates a secluded high-end residential demonstration area through hollowed gray brick walls and ethereal water features.",,
nanjing-jinlin-yihaoyuan,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-jinlin-yihaoyuan/02.webp,,,
nanjing-jinlin-yihaoyuan,3,text_2col,50-50,"### 青砖隙影的含蓄之美
入口的青砖由虚变实，暗藏的灯带从砖缝间透出微微光晕，结合背墙的间接反射光，勾勒出如水墨画般的肌理变幻。","### The Implicit Beauty of Brick Shadows
The gray bricks at the entrance transition from hollow to solid. Concealed light strips glow through the gaps, combining with the indirect reflected light from the back wall to outline texture variations reminiscent of ink paintings.","### 天圆地方的哲学微光
庭院内的圆形水景与方形灰砖墙互为呼应。漂浮于水面之上的步道被低色温的静谧灯光引导，带领访客步入水晶般通透的玻璃发光体。","### Philosophical Glimmer of Heaven and Earth
The circular water feature in the courtyard echoes the square gray brick wall. The walkway floating on the water is guided by low-color-temperature quiet light, leading visitors into a crystal-clear glowing glass box."
nanjing-jinlin-yihaoyuan,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-jinlin-yihaoyuan/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-jinlin-yihaoyuan/04.webp",,,
nanjing-jinlin-yihaoyuan,5,text_1col,align-left,"### 屋顶的留白艺术
建筑屋顶结构巧妙借用了中国传统绘画中的留白手法，大面积的间接反射光使屋顶仿佛悬浮于夜空，光影如龙吐水般轻盈流动，极具震撼力。","### The Art of Blank Space on the Roof
The roof structure cleverly borrows the blank-leaving method of traditional Chinese painting. Large areas of indirect reflected light make the roof seem to float in the night sky, with light and shadow flowing gracefully like a dragon spitting water.",,
nanjing-jinlin-yihaoyuan,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-jinlin-yihaoyuan/05.webp,,,
nanjing-jinlin-yihaoyuan,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/nanjing-jinlin-yihaoyuan/06.webp,,,
nanjing-jinlin-yihaoyuan,8,text_1col,align-center,*青砖藏隙影，水木映流光，于喧嚣中寻得一方诗意栖居。*,"*Shadows hide in the gray bricks, light flows on the water and trees, finding a poetic dwelling amidst the clamor.*",,
shanghai-inno-kic,1,text_1col,align-center,"### 唤醒创新之魂的新办公生态
上海创智天地INNO是由旧厂房焕新而来的共创办公空间。照明设计在这个充满活力的新天地里，用极具层次的氛围光串联起各个异构空间，不仅支持了SOHO族群与初创企业的多元工作模式，更为城市更新注入了智慧的光学灵魂。","### Awakening the Soul of Innovation in a New Office Ecology
Shanghai INNO KIC is a co-working office space revitalized from an old factory building. In this vibrant new world, the lighting design connects various heterogeneous spaces with highly layered ambient light. It not only supports the diverse work modes of the SOHO community and startups but also injects a smart optical soul into urban renewal.",,
shanghai-inno-kic,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-inno-kic/02.webp,,,
shanghai-inno-kic,3,text_2col,50-50,"### 庭院光影的柔性对话
核心庭院保留了原始的建筑构件，设计通过低色温的重点照明，强化了新旧材料的质感对比，使其成为交流与灵感碰撞的温暖社交中心。","### Flexible Dialogue of Courtyard Light
The core courtyard retains original architectural components. The design uses low-color-temperature accent lighting to enhance the texture contrast between old and new materials, making it a warm social center for communication and inspiration.","### 灵活适配的智能照明
针对不同办公区域的需求，照明系统提供了多维度的场景切换，从专注工作的高显色白光到休闲洽谈的柔和暖光，实现空间的无缝流转。","### Flexible and Adaptable Smart Lighting
Tailored to the needs of different office areas, the lighting system provides multi-dimensional scene switching, from high-CRI white light for focused work to soft warm light for casual chats, realizing seamless spatial flow."
shanghai-inno-kic,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-inno-kic/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-inno-kic/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-inno-kic/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-inno-kic/06.webp",,,
